Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
800	0.142631702310931	1.69931319511418E-4	0.192693135979304	2.88598917761611E-6	1.29503703117371	0.14246177099142	0.249541009283332	0.570895226402113	1.72438996723408E-4	99.9603023352783
797	0.142725327035899		0.192999270850517		1.28251338005066	0.142555395716387	0.247520445886074	0.575933819148019	1.28676356394735E-4	99.9703755628977
794	0.148672441041066		0.201714048037374		1.27090787887573	0.148502509721555	0.256356305104233	0.579281674625379	1.82347669613626E-4	99.9580217107709
791	0.164833522824634		0.223762296087701		1.25971376895905	0.164663591505123	0.281872809835264	0.584176925760798	1.94852746710468E-5	99.9955134503496
788	0.155825963580231		0.21154336966863		1.24973464012146	0.15565603226072	0.264369470242261	0.588782177148068	5.59248212087382E-5	99.9871236631071
785	0.150539347543006		0.205115282917582		1.2398818731308	0.150369416223494	0.254315142905938	0.591271972660748	1.89019778360018E-4	99.9564860576699
782	0.156420574860204		0.213497545228449		1.22961759567261	0.156250643540692	0.262516789582735	0.595202477483628	2.25433066022119E-4	99.9481055880811
779	0.164481221342888		0.22491727372896		1.21990156173706	0.164311290023376	0.274373412860896	0.598860102041593	2.27771334651052E-4	99.9475674626837
776	0.181487779578766		0.248700137098284		1.21068322658539	0.181317848259254	0.30109359041569	0.602197635655169	1.84733977117904E-4	99.9574724753283
773	0.203362325923854		0.27936567706059		1.20195853710175	0.203192394604343	0.335782491676855	0.605130998908329	9.19938395695745E-5	99.9788198789404
770	0.259538948547895		0.357851687107693		1.19353318214417	0.259369017228383	0.427104418325456	0.607273083817041	2.31873993739525E-4	99.9466232902931
767	0.374956309842081		0.51768916724294		1.18549811840057	0.374786378522569	0.613716112348125	0.610683622251024	2.4657038209887E-4	99.9432411852934
764	0.405082107756372		0.555805728064754		1.17875647544861	0.40491217643686	0.655156199169326	0.61803914387172	2.18204241064673E-4	99.9497692366038
761	0.324560417633174		0.445835721179954		1.17274963855743	0.324390486313663	0.522850296327019	0.620427087050499	2.98669288533668E-4	99.9312524967808
758	0.30986412016077		0.427483467835317		1.16522932052612	0.309694188841258	0.498112907922689	0.621734919765069	3.93633664636232E-4	99.9094035625464
755	0.333716755258331		0.461085445850465		1.15694808959961	0.333546823938819	0.533448586779213	0.625265174949033	4.553529823143E-4	99.8952060483397
752	0.3650687555603		0.50463841412126		1.15032732486725	0.364898824240789	0.580496037109149	0.628598303716202	4.52125094478779E-4	99.8959485208605
749	0.397044576965734		0.548946047916383		1.14454281330109	0.396874645646223	0.628288950894558	0.631675354279512	4.11217271630951E-4	99.9053585373452
746	0.436960727624108		0.604529275843698		1.13894140720367	0.436790796304597	0.688520137152664	0.634390735630363	3.87334383632168E-4	99.9108527220419
743	0.506880475574703		0.701197491399813		1.13332235813141	0.506710544255192	0.794679523713004	0.637628791399675	4.10740480270826E-4	99.9054682187709
740	0.563118581429088		0.778514691408252		1.12817847728729	0.562948650109577	0.878300263187872	0.640952386905024	3.71526788650092E-4	99.9144893766695
737	0.652690388016978		0.902161442317992		1.12343156337738	0.652520456697467	1.01351339735076	0.643820257732261	3.84168390227484E-4	99.9115810717376
734	0.791846887705077		1.09124506216792		1.11918497085571	0.791676956385565	1.22130184314313	0.648223828392916	3.42684051426781E-4	99.9211252036915
731	0.895018251733742		1.22618086698763		1.11558294296265	0.894848320414231	1.36790324063825	0.65417515934585	2.9536167168221E-4	99.9320135830189
728	0.93313392937685		1.27437222879458		1.11222970485687	0.932963998057338	1.4173914380271	0.658226071519067	2.65271171575571E-4	99.9389377060843
725	0.978091804563418		1.33431170853554		1.10832226276398	0.977921873243906	1.47884417343052	0.661274453937489	1.96637689163331E-4	99.9547327475349
722	1.03856366284229		1.41799276288867		1.10377848148346	1.03839373152278	1.56514671308304	0.663448175715965	1.32142775004189E-4	99.9695776301545
719	1.09815214221845		1.50154526865832		1.09882938861847	1.09798221089893	1.64993889833306	0.665468407350255	8.75133518160837E-5	99.979851336183
716	1.07094573760304		1.46664664208879		1.09386909008026	1.07077580628352	1.60431627095658	0.667434361707914	7.02119801928416E-5	99.9838344008796
713	0.892576518650237		1.22541233610691		1.08838200569153	0.892406587330726	1.33371359511249	0.66911411160614	7.45459069772662E-5	99.9828366436576
710	0.6712100159337		0.926976066547451		1.08147060871124	0.671040084614188	1.00249424983735	0.669370507335139	1.02867407409706E-4	99.9763167090486
707	0.506937209888441		0.707685271830432		1.07262480258942	0.50676727856893	0.759077679408983	0.667609247795955	9.49821116855786E-5	99.9781319519594
704	0.398007757503878		0.56324297168738		1.06215143203735	0.397837826184366	0.598246263605188	0.665006787985423	7.40500717384375E-5	99.9829507944103
701	0.32243197937874		0.462162119735323		1.05151391029358	0.322262048059228	0.485966863054693	0.663135848468251	1.02271969921303E-4	99.9764537812201
698	0.291205316448095		0.421337016138686		1.04284107685089	0.291035385128584	0.439384537999147	0.662370566005554	1.1580130163523E-4	99.9733393195018
695	0.302989657984259		0.439026055984996		1.03854668140411	0.302819726664748	0.455946056258672	0.664156916170253	3.33949702688692E-5	99.9923108195604
692	0.341093924723482		0.49344771867037		1.03860867023468	0.34092399340397	0.512496081505187	0.665222634293487	-1.49086957295218E-6	100.000343285995
