analysis_date,data_identifier,replicate_no,integration_time_s,dilution,RSU_area_1s,long_term_name
2023-06-14,BLK2306141,1,5,1,1422.90775,2023_06_14b_BLK2306141
2023-06-14,BLK2306142,1,5,1,1422.90775,2023_06_14b_BLK2306142
2023-06-14,BLK2306143,1,5,1,1422.90775,2023_06_14b_BLK2306143
