Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
700	0.218547626385028	1.50989989631049E-4	0.316851439163612	2.89114950932156E-6	1.04823756217957	0.218396636395397	0.332132549550438	0.657558666535424	-0.00102049488024722	100.235253918669
699	0.215099108027225		0.312443745699779		1.04531717300415	0.214948118037594	0.326599790809488	0.658139178548884	-6.47171043992103E-4	100.149127724818
698	0.214188818647928		0.311295201392845		1.04284107685089	0.214037828658297	0.324628408029561	0.659331787866224	-9.00598879303705E-4	100.207585716863
697	0.215847046561834		0.313953081020896		1.04093396663666	0.215696056572203	0.326801416469154	0.660021792141044	-8.53883264166412E-4	100.196807299364
696	0.220996605562254		0.321424577573073		1.03949666023254	0.220845615572623	0.334116769563606	0.660983331848538	-7.67543324033287E-4	100.1768896471
695	0.229660505140061		0.333845540047855		1.03854668140411	0.22950951515043	0.346711175124536	0.661961689201371	-8.59788396720108E-4	100.198169691648
694	0.241356793392886		0.350683329897567		1.03811478614807	0.241205803403255	0.364046548677251	0.662568576133097	-7.44032163262058E-4	100.171466572886
693	0.253859666572907		0.368454634147845		1.0381897687912	0.253708676583276	0.382522829874156	0.663251070966776	-9.24978266414381E-4	100.213211089039
692	0.266732215197008		0.386922233561357		1.03860867023468	0.266581225207377	0.401857783710446	0.663372058507791	-9.42076958649674E-4	100.21715668047
691	0.277699016224354		0.40276173545119		1.03925216197968	0.277548026234723	0.418567999696958	0.663089453650702	-7.54842440150155E-4	100.173960030234
690	0.289078996647632		0.418882401890682		1.03991138935089	0.288928006658001	0.435597573985474	0.6632911290448	-8.51685389779828E-4	100.196300225366
689	0.295979912147401		0.428853208735606		1.04055440425873	0.29582892215777	0.446242086731967	0.662933710095027	-7.96120098784064E-4	100.183481548946
688	0.300587007465906		0.435580537199936		1.04109787940979	0.300436017476275	0.453478963621407	0.662513681069223	-8.25249070385201E-4	100.190201274337
687	0.304755003665072		0.441571897649628		1.04147493839264	0.304604013675441	0.45988305384081	0.662351028444027	-0.00103568840260728	100.238760648031
686	0.307280031120802		0.445488917287297		1.04168057441711	0.307129041131171	0.464054139602008	0.6618388134509	-7.87003860781654E-4	100.181378628199
685	0.307977772817233		0.446430796555994		1.04172337055206	0.307826782827602	0.465054382328541	0.661915669488597	-9.43514470705969E-4	100.217488399189
684	0.309473729232154		0.44871701175682		1.04161334037781	0.309322739242523	0.467386614040471	0.661813432285715	-8.82237258066121E-4	100.203349110332
683	0.306847932733857		0.444978513846954		1.04137301445007	0.306696942744226	0.463385605565236	0.66186117794945	-8.10053653874155E-4	100.186695806807
682	0.304132133794514		0.440985236885371		1.04107856750488	0.303981143804883	0.459097268793634	0.662127972583351	-0.00100046837501815	100.230631903796
681	0.300176002828876		0.435628397917518		1.04074490070343	0.300025012839245	0.453375024785153	0.661759021643114	-8.71225865991099E-4	100.200808519967
680	0.299682051414834		0.435077058198041		1.04034495353699	0.299531061425203	0.452627214103249	0.661761052124624	-8.55274117060577E-4	100.197128185878
679	0.300055473654553		0.436030891202042		1.0397824048996	0.299904483664922	0.453374242498185	0.661494314305081	-7.73507916992004E-4	100.17826548423
678	0.301955818495593		0.438838352738676		1.03909134864807	0.301804828505961	0.455990131617286	0.661867017682012	-8.8494930602111E-4	100.203974854264
677	0.30649975768642		0.445622440846334		1.03830218315125	0.306348767696789	0.462687751305088	0.662106932445654	-9.43152505584694E-4	100.217404872408
676	0.309007518296517		0.44944091922463		1.03743207454681	0.308856528306886	0.466261425846202	0.662410637436611	-7.60837859341068E-4	100.175342937577
675	0.312604161348552		0.454711460585406		1.03645670413971	0.312453171358921	0.471285745221612	0.66298031401734	-8.59458004188141E-4	100.198093465226
674	0.316196635699431		0.460141083976797		1.03543519973755	0.3160456457098	0.476443281596997	0.663343692559673	-8.5249853592739E-4	100.196487826902
673	0.319294926702676		0.464720124485843		1.03439784049988	0.319143936713045	0.480702502606182	0.663911535685316	-8.92320900621236E-4	100.205675703295
672	0.321457087948919		0.468152933920369		1.03343141078949	0.321306097959288	0.483800959161849	0.664128691509682	-7.10632407804437E-4	100.163763104437
671	0.324498533859618		0.472580906314785		1.03253030776978	0.324347543869987	0.487951123443832	0.664713181887617	-9.27102408665857E-4	100.213701234885
670	0.327197502354693		0.476803336717835		1.03166258335114	0.327046512365062	0.491897179417991	0.664867630979345	-8.63888686767774E-4	100.199115693761
669	0.329909709375105		0.480661289583279		1.03090846538544	0.329758719385474	0.495514811903979	0.665487108485013	-9.26777141638871E-4	100.21362617936
668	0.331372792255001		0.483070441795332		1.03032398223877	0.33122180226537	0.497716082471732	0.665483423040046	-8.66428306949097E-4	100.199701628998
667	0.333151509288909		0.485803831066636		1.02984714508057	0.333000519299278	0.500300711051109	0.665600731607316	-7.87126433688859E-4	100.18140690285
666	0.334613234136584		0.488017957644703		1.02945625782013	0.334462244146953	0.502390164113984	0.665742022909249	-9.52812550641871E-4	100.219634040527
665	0.335496898073483		0.489355387448929		1.02919232845306	0.335345908083852	0.503637835100719	0.665847330585853	-8.93321510410883E-4	100.205906576354
664	0.336237651244351		0.490803086417754		1.02901315689087	0.33608666125472	0.505039858335631	0.665465617629271	-8.20447123482991E-4	100.189093488291
