analysis_date,data_identifier,replicate_no,integration_time_s,dilution,RSU_area_1s,long_term_name
2023-06-21,preTea,1,5,1,1427.56427,2023_06_21_preTea
2023-06-21,postTea,1,5,1,1427.56427,2023_06_21_postTea
